<!DOCTYPE tei.2  SYSTEM "c:\sgml\dtd\tei2.dtd" [
	<!ENTITY % TEI.corpus "INCLUDE">
	<!ENTITY % TEI.extensions.ent SYSTEM "sejong1.ent">
	<!ENTITY % TEI.extensions.dtd SYSTEM "sejong1.dtd"> ]>
<tei.2>
	<teiHeader>
		<fileDesc>
			<titleStmt>
				<title>동아일보 사설</title>
				<author>동아일보 편집부</author>
				<sponsor>국립국어원</sponsor>
				<respStmt>
					<resp>문헌입력, 표준화, 형태의미 정보 부착</resp>
					<name>고려대학교 민족문화연구원</name>
				</respStmt>
			</titleStmt>
			<extent>3320</extent>
			<publicationStmt>
				<distributor>국립국어원</distributor>
				<idno>BSAB0175, 형태분석: BTAB0175, 원본: BRAB0175</idno>
				<availability><p>배포 불가</p></availability>
			</publicationStmt>
			<notesStmt>
				<note><p>21세기 세종계획 형태분석말뭉치에서 선정</p></note>
			</notesStmt>
			<sourceDesc>
				<bibl>
					<author>동아일보 편집부</author>
					<title>동아일보 사설</title>
					<pubPlace>서울</pubPlace>
					<publisher>동아일보사</publisher>
					<date>1992</date>
				</bibl>
			</sourceDesc>
		</fileDesc>
		<encodingDesc>
			<projectDesc><p>21세기 세종계획 형태의미분석  말뭉치 구축 및 정제</p></projectDesc>
			<samplingDecl><p>21세기 세종계획 형태의미분석 말뭉치 파일 구축, 오류 수정 및 일관성 검사</p></samplingDecl>
			<editorialDecl><p>21세기 세종계획 원시 말뭉치 구축 지침(2004-1), 형태분석 말뭉치 구축지침(2005-1), 형태의미분석 말뭉치 구축 지침(2004-1)에 따른 오류 수정 및 일관성 검사</p></editorialDecl>
		</encodingDesc>
		<profileDesc>
			<creation>
				<date>2003</date>
			</creation>
			<langUsage>
				<language id=KO usage=99>한국어, 표준어</language>
			</langUsage>
			<textClass>
				<catRef scheme='SJ21' target='M1118'</catRef>
			</textClass>
		</profileDesc>
		<revisionDesc>
			<respStmt>
				<resp>프로젝트 책임자</resp>
				<name>김흥규</name>
			</respStmt>
			<change>
				<date>2007</date>
				<respStmt>
					<resp>연구책임자</resp>
					<name>김흥규</name>
					<resp>연구원</resp>
					<name>강범모, 홍정하</name>
					<resp>연구보조원</resp>
					<name>김민지, 김보라, 김승우, 김윤희, 김주영, 여형옥, 왕정미, 정연주, 최민우, 허영진</name>
				</respStmt>
				<item>21세기 세종계획 원시 말뭉치 구축 지침(2004-1), 형태분석 말뭉치 구축지침(2005-1), 형태의미분석 말뭉치 구축 지침(2004-1)에 따른 형태의미 정보 부착</item>
			</change>
		</revisionDesc>
	</teiHeader>

<text>
<body>
<p>
9BSAB0175-0000010	14일	14/SN + 일/NNB
9BSAB0175-0000500	치는	치__02/VV + 는/ETM
9BSAB0175-0000510	속에	속__01/NNG + 에/JKB
9BSAB0175-0000520	강군의	강/NNP + 군/NNB + 의/JKG
9BSAB0175-0000530	장례	장례__02/NNG
9BSAB0175-0000540	행렬은	행렬/NNG + 은/JX
9BSAB0175-0000550	그러나	그러나/MAJ
9BSAB0175-0000560	증오와	증오__01/NNG + 와/JC
9BSAB0175-0000570	폭력과	폭력/NNG + 과/JC
9BSAB0175-0000580	정치의	정치__03/NNG + 의/JKG
9BSAB0175-0000590	난무	난무/NNG
9BSAB0175-0000600	속에	속__01/NNG + 에/JKB
9BSAB0175-0000610	평안한	평안__01/NNG + 하/XSA + ㄴ/ETM
9BSAB0175-0000620	안식의	안식__01/NNG + 의/JKG
9BSAB0175-0000630	길을	길__01/NNG + 을/JKO
9BSAB0175-0000640	가지	가/VV + 지/EC
9BSAB0175-0000650	못하고	못하/VX + 고/EC
9BSAB0175-0000660	있다.	있/VX + 다/EF + ./SF
</p>
<p>
9BSAB0175-0000670	가장	가장__01/MAG
9BSAB0175-0000680	안타까운	안타깝/VA + ㄴ/ETM
9BSAB0175-0000690	일은	일__01/NNG + 은/JX
9BSAB0175-0000700	장례	장례__02/NNG
9BSAB0175-0000710	절차를	절차__02/NNG + 를/JKO
9BSAB0175-0000720	놓고	놓__01/VV + 고/EC
9BSAB0175-0000730	싸우는	싸우/VV + 는/ETM
9BSAB0175-0000740	정부와	정부__08/NNG + 와/JC
9BSAB0175-0000750	대책	대책__03/NNG
9BSAB0175-0000760	회의측과의	회의__04/NNG + 측/NNB + 과/JKB + 의/JKG
9BSAB0175-0000770	대결이다.	대결__03/NNG + 이/VCP + 다/EF + ./SF
9BSAB0175-0000780	시청	시청__01/NNG
9BSAB0175-0000790	앞	앞/NNG
9BSAB0175-0000800	노제를	노제__02/NNG + 를/JKO
9BSAB0175-0000810	한사코	한사코/MAG
9BSAB0175-0000820	저지하는	저지__03/NNG + 하/XSV + 는/ETM
9BSAB0175-0000830	정부측이나	정부__08/NNG + 측/NNB + 이나/JX
9BSAB0175-0000840	이를	이/NP + 를/JKO
9BSAB0175-0000850	기필코	기필코/MAG
9BSAB0175-0000860	강행하고자	강행/NNG + 하/XSV + 고자/EC
9BSAB0175-0000870	하는	하/VX + 는/ETM
9BSAB0175-0000880	범국민	범/XPN + 국민/NNG
9BSAB0175-0000890	대책	대책__03/NNG
9BSAB0175-0000900	회의와의	회의__04/NNG + 와/JKB + 의/JKG
9BSAB0175-0000910	실랑이는	실랑이/NNG + 는/JX
9BSAB0175-0000920	똑같이	똑같이/MAG
9BSAB0175-0000930	망자에	망자__03/NNG + 에/JKB
9BSAB0175-0000940	대한	대하__02/VV + ㄴ/ETM
9BSAB0175-0000950	예우와	예우/NNG + 와/JC
9BSAB0175-0000960	산	살__01/VV + ㄴ/ETM
9BSAB0175-0000970	자들의	자__18/NNB + 들/XSN + 의/JKG
9BSAB0175-0000980	도리에서	도리__10/NNG + 에서/JKB
9BSAB0175-0000990	크게	크/VA + 게/EC
9BSAB0175-0001000	벗어나	벗어나/VV + 아/EC
9BSAB0175-0001010	있다.	있/VX + 다/EF + ./SF
9BSAB0175-0001020	강경대군의	강경대군/NNP + 의/JKG
9BSAB0175-0001030	죽음이	죽음__01/NNG + 이/JKS
9BSAB0175-0001040	값지고	값지/VA + 고/EC
9BSAB0175-0001050	숭고할수록	숭고/XR + 하/XSA + ㄹ수록/EC
9BSAB0175-0001060	그의	그/NP + 의/JKG
9BSAB0175-0001070	죽음의	죽음__01/NNG + 의/JKG
9BSAB0175-0001080	행렬은	행렬/NNG + 은/JX
9BSAB0175-0001090	장엄하고	장엄__01/NNG + 하/XSA + 고/EC
9BSAB0175-0001100	극진한	극진/XR + 하/XSA + ㄴ/ETM
9BSAB0175-0001110	예우	예우/NNG
9BSAB0175-0001120	속에	속__01/NNG + 에/JKB
9BSAB0175-0001130	치러져야	치르/VV + 어/EC + 지/VX + 어야/EC
9BSAB0175-0001140	한다.	하/VX + ㄴ다/EF + ./SF
9BSAB0175-0001150	대책	대책__03/NNG
9BSAB0175-0001160	회의측은	회의__04/NNG + 측/NNB + 은/JX
9BSAB0175-0001170	마치	마치/MAG
9BSAB0175-0001180	죽음을	죽음__01/NNG + 을/JKO
9BSAB0175-0001190	볼모로	볼모/NNG + 로/JKB
9BSAB0175-0001200	한	하/VV + ㄴ/ETM
9BSAB0175-0001210	정치	정치__03/NNG
9BSAB0175-0001220	투쟁을	투쟁/NNG + 을/JKO
9BSAB0175-0001230	벌이는	벌이/VV + 는/ETM
9BSAB0175-0001240	양상이고,	양상__08/NNG + 이/VCP + 고/EC + ,/SP
9BSAB0175-0001250	정부측은	정부__08/NNG + 측/NNB + 은/JX
9BSAB0175-0001260	이를	이/NP + 를/JKO
9BSAB0175-0001270	정면	정면__01/NNG
9BSAB0175-0001280	돌파로	돌파__01/NNG + 로/JKB
9BSAB0175-0001290	저지함으로써	저지__03/NNG + 하/XSV + ㅁ/ETN + 으로써/JKB
9BSAB0175-0001300	운동권이나	운동__02/NNG + 권/XSN + 이나/JC
9BSAB0175-0001310	재야	재야/NNG
9BSAB0175-0001320	세력의	세력/NNG + 의/JKG
9BSAB0175-0001330	기세를	기세__01/NNG + 를/JKO
9BSAB0175-0001340	꺾으려는	꺾/VV + 으려는/ETM
9BSAB0175-0001350	속셈으로	속셈/NNG + 으로/JKB
9BSAB0175-0001360	보인다.	보이__01/VV + ㄴ다/EF + ./SF
</p>
<p>
9BSAB0175-0001370	노제란	노제__02/NNG + 란/JX
9BSAB0175-0001380	일명	일명__01/NNG
9BSAB0175-0001390	유전제라고도	유전제/NNG + 이/VCP + 라고/EC + 도/JX
9BSAB0175-0001400	하여	하/VV + 아/EC
9BSAB0175-0001410	발인	발인__02/NNG
9BSAB0175-0001420	때	때__01/NNG
9BSAB0175-0001430	집	집__01/NNG
9BSAB0175-0001440	앞	앞/NNG
9BSAB0175-0001450	길가에서	길가/NNG + 에서/JKB
9BSAB0175-0001460	지내는	지내/VV + 는/ETM
9BSAB0175-0001470	일종의	일종__03/NNG + 의/JKG
9BSAB0175-0001480	고별	고별/NNG
9BSAB0175-0001490	의식에	의식__04/NNG + 에/JKB
9BSAB0175-0001500	불과하다.	불과/MAG + 하/XSA + 다/EF + ./SF
9BSAB0175-0001510	이를	이/NP + 를/JKO
9BSAB0175-0001520	굳이	굳이/MAG
9BSAB0175-0001530	시청	시청__01/NNG
9BSAB0175-0001540	앞	앞/NNG
9BSAB0175-0001550	광장에서	광장/NNG + 에서/JKB
9BSAB0175-0001560	강행하려는	강행/NNG + 하/XSV + 려는/ETM
9BSAB0175-0001570	것은	것/NNB + 은/JX
9BSAB0175-0001580	운동권의	운동__02/NNG + 권/XSN + 의/JKG
9BSAB0175-0001590	정치적	정치__03/NNG + 적/XSN
9BSAB0175-0001600	위세를	위세__04/NNG + 를/JKO
9BSAB0175-0001610	과시하려는	과시__08/NNG + 하/XSV + 려는/ETM
9BSAB0175-0001620	책략에	책략/NNG + 에/JKB
9BSAB0175-0001630	다름	다르/VA + ㅁ/ETN
9BSAB0175-0001640	아니며,	아니/VCN + 며/EC + ,/SP
9BSAB0175-0001650	이를	이/NP + 를/JKO
9BSAB0175-0001660	기필코	기필코/MAG
9BSAB0175-0001670	저지하려는	저지__03/NNG + 하/XSV + 려는/ETM
9BSAB0175-0001680	것은	것/NNB + 은/JX
9BSAB0175-0001690	공권력의	공권력/NNG + 의/JKG
9BSAB0175-0001700	건재를	건재__04/NNG + 를/JKO
9BSAB0175-0001710	확인하려는	확인__02/NNG + 하/XSV + 려는/ETM
9BSAB0175-0001720	정부측의	정부__08/NNG + 측/NNB + 의/JKG
9BSAB0175-0001730	속	속__01/NNG
9BSAB0175-0001740	좁은	좁/VA + 은/ETM
9BSAB0175-0001750	아집에	아집/NNG + 에/JKB
9BSAB0175-0001760	불과하다.	불과/MAG + 하/XSA + 다/EF + ./SF
9BSAB0175-0001770	강군의	강/NNP + 군/NNB + 의/JKG
9BSAB0175-0001780	죽음을	죽음__01/NNG + 을/JKO
9BSAB0175-0001790	진실로	진실로/MAG
9BSAB0175-0001800	애도한다면	애도/NNG + 하/XSV + ㄴ다면/EC
9BSAB0175-0001810	대책	대책__03/NNG
9BSAB0175-0001820	회의측은	회의__04/NNG + 측/NNB + 은/JX
9BSAB0175-0001830	시청	시청__01/NNG
9BSAB0175-0001840	앞	앞/NNG
9BSAB0175-0001850	노제를	노제__02/NNG + 를/JKO
9BSAB0175-0001860	조용히	조용히/MAG
9BSAB0175-0001870	치르겠다는	치르/VV + 겠/EP + 다는/ETM
9BSAB0175-0001880	의지를	의지__06/NNG + 를/JKO
9BSAB0175-0001890	보였어야	보이__02/VV + 었/EP + 어야/EC
9BSAB0175-0001900	했고	하/VX + 았/EP + 고/EC
9BSAB0175-0001910	정부는	정부__08/NNG + 는/JX
9BSAB0175-0001920	이를	이/NP + 를/JKO
9BSAB0175-0001930	순수한	순수__03/NNG + 하/XSA + ㄴ/ETM
9BSAB0175-0001940	장례	장례__02/NNG
9BSAB0175-0001950	행사로	행사__01/NNG + 로/JKB
9BSAB0175-0001960	인식하고	인식/NNG + 하/XSV + 고/EC
9BSAB0175-0001970	탈	탈__02/NNG
9BSAB0175-0001980	없이	없이/MAG
9BSAB0175-0001990	치러지도록	치르/VV + 어/EC + 지/VX + 도록/EC
9BSAB0175-0002000	보호했어야	보호__01/NNG + 하/XSV + 았/EP + 어야/EC
9BSAB0175-0002010	했다.	하/VX + 았/EP + 다/EF + ./SF
</p>
<p>
9BSAB0175-0002020	그러나	그러나/MAJ
9BSAB0175-0002030	사태를	사태__06/NNG + 를/JKO
9BSAB0175-0002040	이	이__05/MM
9BSAB0175-0002050	지경으로	지경/NNB + 으로/JKB
9BSAB0175-0002060	만든	만들/VV + ㄴ/ETM
9BSAB0175-0002070	책임은	책임/NNG + 은/JX
9BSAB0175-0002080	일차적으로	일차__01/NNG + 적/XSN + 으로/JKB
9BSAB0175-0002090	정부	정부__08/NNG
9BSAB0175-0002100	여당에	여당__01/NNG + 에/JKB
9BSAB0175-0002110	있다고	있/VV + 다고/EC
9BSAB0175-0002120	본다.	보__01/VV + ㄴ다/EF + ./SF
9BSAB0175-0002130	강군의	강/NNP + 군/NNB + 의/JKG
9BSAB0175-0002140	죽음을	죽음__01/NNG + 을/JKO
9BSAB0175-0002150	계기로	계기__04/NNG + 로/JKB
9BSAB0175-0002160	한	하/VV + ㄴ/ETM
9BSAB0175-0002170	잇따른	잇따르/VV + ㄴ/ETM
9BSAB0175-0002180	젊은이들의	젊은이/NNG + 들/XSN + 의/JKG
9BSAB0175-0002190	분신	분신__02/NNG
9BSAB0175-0002200	자살은	자살__01/NNG + 은/JX
9BSAB0175-0002210	그	그/MM
9BSAB0175-0002220	동안	동안__01/NNG
9BSAB0175-0002230	6공화국의	6/SN + 공화국/NNG + 의/JKG
9BSAB0175-0002240	누적된	누적__01/NNG + 되/XSV + ㄴ/ETM
9BSAB0175-0002250	실정과	실정__01/NNG + 과/JC
9BSAB0175-0002260	부도덕에	부/XPN + 도덕/NNG + 에/JKB
9BSAB0175-0002270	대한	대하__02/VV + ㄴ/ETM
9BSAB0175-0002280	국민적	국민/NNG + 적/XSN
9BSAB0175-0002290	저항을	저항/NNG + 을/JKO
9BSAB0175-0002300	불러	부르/VV + 어/EC
9BSAB0175-0002310	일으켜왔다.	일으키/VV + 어/EC + 오/VX + 았/EP + 다/EF + ./SF
9BSAB0175-0002320	야당뿐	야당/NNG + 뿐/JX
9BSAB0175-0002330	아니라	아니/VCN + 라/EC
9BSAB0175-0002340	온	온/MM
9BSAB0175-0002350	국민들이	국민/NNG + 들/XSN + 이/JKS
9BSAB0175-0002360	정부의	정부__08/NNG + 의/JKG
9BSAB0175-0002370	획기적이고	획기적/NNG + 이/VCP + 고/EC
9BSAB0175-0002380	가시적인	가시__04/NNG + 적/XSN + 이/VCP + ㄴ/ETM
9BSAB0175-0002390	개혁	개혁/NNG
9BSAB0175-0002400	조치를	조치__04/NNG + 를/JKO
9BSAB0175-0002410	촉구하며	촉구/NNG + 하/XSV + 며/EC
9BSAB0175-0002420	노재봉	노재봉/NNP
9BSAB0175-0002430	총리의	총리__01/NNG + 의/JKG
9BSAB0175-0002440	사퇴	사퇴__04/NNG
9BSAB0175-0002450	등을	등__05/NNB + 을/JKO
9BSAB0175-0002460	그	그/MM
9BSAB0175-0002470	대안으로	대안__03/NNG + 으로/JKB
9BSAB0175-0002480	제시하기도	제시__02/NNG + 하/XSV + 기/ETN + 도/JX
9BSAB0175-0002490	했다.	하/VV + 았/EP + 다/EF + ./SF
9BSAB0175-0002500	그러나	그러나/MAJ
9BSAB0175-0002510	정부	정부__08/NNG
9BSAB0175-0002520	여당은	여당__01/NNG + 은/JX
9BSAB0175-0002530	이번	이번__01/NNG
9BSAB0175-0002540	사태가	사태__06/NNG + 가/JKS
9BSAB0175-0002550	단순한	단순__02/NNG + 하/XSA + ㄴ/ETM
9BSAB0175-0002560	돌발	돌발__02/NNG
9BSAB0175-0002570	사태이며	사태__06/NNG + 이/VCP + 며/EC
9BSAB0175-0002580	이를	이/NP + 를/JKO
9BSAB0175-0002590	강경	강경__05/NNG
9BSAB0175-0002600	대응으로	대응__02/NNG + 으로/JKB
9BSAB0175-0002610	돌파하겠다는	돌파__01/NNG + 하/XSV + 겠/EP + 다는/ETM
9BSAB0175-0002620	안이한	안이/XR + 하/XSA + ㄴ/ETM
9BSAB0175-0002630	현실	현실__02/NNG
9BSAB0175-0002640	인식에서	인식/NNG + 에서/JKB
9BSAB0175-0002650	벗어나지	벗어나/VV + 지/EC
9BSAB0175-0002660	못했었다.	못하/VX + 았었/EP + 다/EF + ./SF
9BSAB0175-0002670	그	그/MM
9BSAB0175-0002680	연장으로서의	연장__05/NNG + 으로서/JKB + 의/JKG
9BSAB0175-0002690	시청	시청__01/NNG
9BSAB0175-0002700	앞	앞/NNG
9BSAB0175-0002710	노제	노제__02/NNG
9BSAB0175-0002720	저지	저지__03/NNG
9BSAB0175-0002730	방침이	방침__02/NNG + 이/JKS
9BSAB0175-0002740	바로	바로/MAG
9BSAB0175-0002750	작금의	작금/NNG + 의/JKG
9BSAB0175-0002760	대규모	대/XPN + 규모/NNG
9BSAB0175-0002770	시위	시위__04/NNG
9BSAB0175-0002780	사태를	사태__06/NNG + 를/JKO
9BSAB0175-0002790	부른	부르/VV + ㄴ/ETM
9BSAB0175-0002800	것이다.	것/NNB + 이/VCP + 다/EF + ./SF
</p>
<p>
9BSAB0175-0002810	강군의	강/NNP + 군/NNB + 의/JKG
9BSAB0175-0002820	죽음과	죽음__01/NNG + 과/JC
9BSAB0175-0002830	장례를	장례__02/NNG + 를/JKO
9BSAB0175-0002840	정치	정치__03/NNG
9BSAB0175-0002850	투쟁으로	투쟁/NNG + 으로/JKB
9BSAB0175-0002860	확대하려는	확대__02/NNG + 하/XSV + 려는/ETM
9BSAB0175-0002870	재야	재야/NNG
9BSAB0175-0002880	운동권의	운동__02/NNG + 권/XSN + 의/JKG
9BSAB0175-0002890	책략에도	책략/NNG + 에/JKB + 도/JX
9BSAB0175-0002900	문제가	문제__06/NNG + 가/JKS
9BSAB0175-0002910	있다.	있/VV + 다/EF + ./SF
9BSAB0175-0002920	이들이	이/NP + 들/XSN + 이/JKS
9BSAB0175-0002930	진정	진정/MAG
9BSAB0175-0002940	국민들의	국민/NNG + 들/XSN + 의/JKG
9BSAB0175-0002950	지지와	지지__06/NNG + 와/JC
9BSAB0175-0002960	성원	성원__04/NNG
9BSAB0175-0002970	속에	속__01/NNG + 에/JKB
9BSAB0175-0002980	하나의	하나/NR + 의/JKG
9BSAB0175-0002990	정치	정치__03/NNG
9BSAB0175-0003000	세력으로	세력/NNG + 으로/JKB
9BSAB0175-0003010	성장하려면	성장__01/NNG + 하/XSV + 려면/EC
9BSAB0175-0003020	정치	정치__03/NNG
9BSAB0175-0003030	목표뿐	목표/NNG + 뿐/JX
9BSAB0175-0003040	아니라	아니/VCN + 라/EC
9BSAB0175-0003050	그	그/MM
9BSAB0175-0003060	힘의	힘__01/NNG + 의/JKG
9BSAB0175-0003070	집결	집결/NNG
9BSAB0175-0003080	과정에서	과정__03/NNG + 에서/JKB
9BSAB0175-0003090	정당성과	정당/XR + 성/XSN + 과/JC
9BSAB0175-0003100	도덕성을	도덕/NNG + 성/XSN + 을/JKO
9BSAB0175-0003110	확보해야	확보__01/NNG + 하/XSV + 아야/EC
9BSAB0175-0003120	한다.	하/VX + ㄴ다/EF + ./SF
9BSAB0175-0003130	한	한/MM
9BSAB0175-0003140	젊은이의	젊은이/NNG + 의/JKG
9BSAB0175-0003150	순결한	순결/NNG + 하/XSA + ㄴ/ETM
9BSAB0175-0003160	죽음을	죽음__01/NNG + 을/JKO
9BSAB0175-0003170	정치적으로	정치__03/NNG + 적/XSN + 으로/JKB
9BSAB0175-0003180	이용하려는	이용__01/NNG + 하/XSV + 려는/ETM
9BSAB0175-0003190	행위가	행위/NNG + 가/JKS
9BSAB0175-0003200	얼마나	얼마나/MAG
9BSAB0175-0003210	불순하고	불순__01/NNG + 하/XSA + 고/EC
9BSAB0175-0003220	반인륜적인가를	반/XPN + 인륜__01/NNG + 적/XSN + 이/VCP + ㄴ가/EC + 를/JKO
9BSAB0175-0003230	많은	많/VA + 은/ETM
9BSAB0175-0003240	국민들이	국민/NNG + 들/XSN + 이/JKS
9BSAB0175-0003250	함께	함께/MAG
9BSAB0175-0003260	인식하고	인식/NNG + 하/XSV + 고/EC
9BSAB0175-0003270	있음을	있/VX + 음/ETN + 을/JKO
9BSAB0175-0003280	알아야	알/VV + 아야/EC
9BSAB0175-0003290	한다.	하/VX + ㄴ다/EF + ./SF
</p>
<p>
9BSAB0175-0003300	이제	이제/MAG
9BSAB0175-0003310	강군의	강/NNP + 군/NNB + 의/JKG
9BSAB0175-0003320	영혼이	영혼__02/NNG + 이/JKS
9BSAB0175-0003330	한시	한시__01/NNG
9BSAB0175-0003340	바삐	바삐/MAG
9BSAB0175-0003350	안식처를	안식처/NNG + 를/JKO
9BSAB0175-0003360	찾아가	찾아가/VV + 아/EC
9BSAB0175-0003370	평안한	평안__01/NNG + 하/XSA + ㄴ/ETM
9BSAB0175-0003380	저승의	저승/NNG + 의/JKG
9BSAB0175-0003390	삶을	삶/NNG + 을/JKO
9BSAB0175-0003400	누리도록	누리/VV + 도록/EC
9BSAB0175-0003410	해	하/VV + 아/EC
9BSAB0175-0003420	줘야	주/VX + 어야/EC
9BSAB0175-0003430	한다.	하/VX + ㄴ다/EF + ./SF
9BSAB0175-0003440	더	더/MAG
9BSAB0175-0003450	이상	이상__05/NNG
9BSAB0175-0003460	강군의	강/NNP + 군/NNB + 의/JKG
9BSAB0175-0003470	장례	장례__02/NNG
9BSAB0175-0003480	절차가	절차__02/NNG + 가/JKS
9BSAB0175-0003490	운동권의	운동__02/NNG + 권/XSN + 의/JKG
9BSAB0175-0003500	볼모가	볼모/NNG + 가/JKC
9BSAB0175-0003510	되어서도	되__01/VV + 어서/EC + 도/JX
9BSAB0175-0003520	안되며	안/MAG + 되/XSV + 며/EC
9BSAB0175-0003530	이를	이/NP + 를/JKO
9BSAB0175-0003540	분쇄하려는	분쇄/NNG + 하/XSV + 려는/ETM
9BSAB0175-0003550	정부	정부__08/NNG
9BSAB0175-0003560	강경	강경__05/NNG
